fft_size,ofdm_symbols,guard_subcarriers_total,dc_subcarriers,active_subcarriers,pilot_observations_per_symbol_min,pilot_observations_per_symbol_max,pilot_observations_per_symbol_mean,pilot_observations_per_frame,pilot_overhead,pilot_union_coverage,mean_observations_per_active_subcarrier,minimum_observations_per_active_subcarrier,maximum_observations_per_active_subcarrier
64,14,8,1,55,6,7,6.928571428571429,97,0.12597402597402596,1.0,1.7636363636363637,1,2
