training_regime,training_seed,scenario,test_seed,snr_db,method,estimator,equalizer,frames,bit_errors,total_bits,ber,symbol_errors,total_symbols,ser,evm_rms,evm_db,channel_mse,channel_nmse,pilot_nmse,data_nmse,deep_fade_nmse,estimator_time_ms
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LS-linear+MMSE,LS-linear,MMSE,60,27089,161520,0.16771297672114907,19990,40380,0.49504705299653295,1.3627354127665103,2.6882308374558117,0.17578132164975008,0.1757813237607479,0.08678030110895633,0.15594532936811448,1.0130922702451548,0.20113000015650565
baseline,0,unseen_10tap_steep_exponential,8101,10.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,20195,161520,0.12503095591877167,15616,40380,0.3867261020307083,0.9434694668362129,-0.50544300376194,0.06715465305993955,0.06715465386708577,0.04976460070659717,0.0555203914642334,0.4584405501062671,0.032318335433956236
baseline,0,unseen_10tap_steep_exponential,8101,10.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,20195,161520,0.12503095591877167,15616,40380,0.3867261020307083,0.9434694514533137,-0.5054431453819609,0.06715465305993955,0.06715465386708577,0.04976460070659717,0.0555203914642334,0.4584405501062671,0.032318335433956236
baseline,0,unseen_10tap_steep_exponential,8101,10.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,20195,161520,0.12503095591877167,15616,40380,0.3867261020307083,0.9434694668362129,-0.50544300376194,0.10444037249932686,0.10444037398944299,0.04976460070659717,0.0555203914642334,0.4584405501062671,0.3462616669518563
baseline,0,unseen_10tap_steep_exponential,8101,10.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,20195,161520,0.12503095591877167,15616,40380,0.3867261020307083,0.9434694514533137,-0.5054431453819609,0.10444037249932686,0.10444037398944299,0.04976460070659717,0.0555203914642334,0.4584405501062671,0.3462616669518563
baseline,0,unseen_10tap_steep_exponential,8101,10.0,DFT-LS+ZF,DFT-LS,ZF,60,15942,161520,0.09869985141158989,12541,40380,0.3105745418524022,0.7712413559614993,-2.2561938096896887,0.021880304060565927,0.02188030444085598,0.012217056013954182,0.012115501348550122,0.09196461605218549,0.03352499916218221
baseline,0,unseen_10tap_steep_exponential,8101,10.0,DFT-LS+MMSE,DFT-LS,MMSE,60,15942,161520,0.09869985141158989,12541,40380,0.3105745418524022,0.771241350096118,-2.256193875746902,0.021880304060565927,0.02188030444085598,0.012217056013954182,0.012115501348550122,0.09196461605218549,0.03352499916218221
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,15551,161520,0.09627909856364537,12218,40380,0.30257553244180285,1.285111028783787,2.178813014125916,0.009942160542899122,0.009942160636031379,0.007842157517249386,0.007842226380792757,0.05347051359713077,0.011705000360962003
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,15551,161520,0.09627909856364537,12218,40380,0.30257553244180285,1.2851108841693657,2.1788120366967707,0.009942160542899122,0.009942160636031379,0.007842157517249386,0.007842226380792757,0.05347051359713077,0.011705000360962003
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,15567,161520,0.09637815750371471,12254,40380,0.3034670629024269,0.9697624433002913,-0.2666927826997525,0.012812612353203197,0.012812612508423627,0.00930684597697109,0.009339522213364641,0.06668276616837829,0.007683332660235465
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,15567,161520,0.09637815750371471,12254,40380,0.3034670629024269,0.9697624725516772,-0.2666925207033138,0.012812612353203197,0.012812612508423627,0.00930684597697109,0.009339522213364641,0.06668276616837829,0.007683332660235465
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,16019,161520,0.0991765725606736,12587,40380,0.3117137196631996,1.150202967915753,1.2154896778192634,0.015550599107518792,0.015550599262739221,0.012698286771774292,0.012772460266326864,0.09633529439258079,0.007198332847716908
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,16019,161520,0.0991765725606736,12587,40380,0.3117137196631996,1.150202950299672,1.2154895447894059,0.015550599107518792,0.015550599262739221,0.012698286771774292,0.012772460266326864,0.09633529439258079,0.007198332847716908
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,16001,161520,0.09906513125309559,12566,40380,0.31119366022783557,0.8881677715948904,-1.0300997971365216,0.015390891395509244,0.015390891566251714,0.012761951641490061,0.012834023575608929,0.09754907633177937,0.007128333284830053
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,16001,161520,0.09906513125309559,12566,40380,0.31119366022783557,0.8881678095817443,-1.0300994256418277,0.015390891395509244,0.015390891566251714,0.012761951641490061,0.012834023575608929,0.09754907633177937,0.007128333284830053
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,16001,161520,0.09906513125309559,12568,40380,0.31124318969787024,0.8712379036980917,-1.1972647722807248,0.015483657689765095,0.015483657844985526,0.01278708988490204,0.012858508449668685,0.09742151590374609,0.007388333809406807
baseline,0,unseen_10tap_steep_exponential,8101,10.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,16001,161520,0.09906513125309559,12568,40380,0.31124318969787024,0.8712378859581409,-1.197264949140864,0.015483657689765095,0.015483657844985526,0.01278708988490204,0.012858508449668685,0.09742151590374609,0.007388333809406807
baseline,0,unseen_10tap_steep_exponential,8101,10.0,PerfectCSI+ZF,PerfectCSI,ZF,60,14613,161520,0.09047176820208024,11555,40380,0.28615651312530954,0.8450046226667562,-1.4628183040079865,0.0,0.0,0.0,0.0,0.0,0.0018883297646728654
baseline,0,unseen_10tap_steep_exponential,8101,10.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,14613,161520,0.09047176820208024,11555,40380,0.28615651312530954,0.8450046619248212,-1.462817900470299,0.0,0.0,0.0,0.0,0.0,0.0018883297646728654
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LS-linear+ZF,LS-linear,ZF,60,13135,161520,0.08132119861317484,10143,40380,0.2511887072808321,0.8787676548665692,-1.1225187339719354,0.12304291119799018,0.1230429135573407,0.008740902777450781,0.10341802015900611,0.5226601871972283,0.1947850022891847
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LS-linear+MMSE,LS-linear,MMSE,60,13135,161520,0.08132119861317484,10143,40380,0.2511887072808321,0.8787676532853516,-1.1225187496009603,0.12304291119799018,0.1230429135573407,0.008740902777450781,0.10341802015900611,0.5226601871972283,0.1947850022891847
baseline,0,unseen_10tap_steep_exponential,8101,20.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,2576,161520,0.01594848935116394,2114,40380,0.052352649826646856,0.3069389247532474,-10.25896065211298,0.016058873664587737,0.016058873990550636,0.004984616375683496,0.005492505081929266,0.0448804394264395,0.031186667426178854
baseline,0,unseen_10tap_steep_exponential,8101,20.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,2576,161520,0.01594848935116394,2114,40380,0.052352649826646856,0.30693893910164227,-10.258960246075945,0.016058873664587737,0.016058873990550636,0.004984616375683496,0.005492505081929266,0.0448804394264395,0.031186667426178854
baseline,0,unseen_10tap_steep_exponential,8101,20.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,2576,161520,0.01594848935116394,2114,40380,0.052352649826646856,0.3069389247532474,-10.25896065211298,0.01206402744476994,0.012064027654317518,0.004984616375683496,0.005492505081929266,0.0448804394264395,0.340321666347639
baseline,0,unseen_10tap_steep_exponential,8101,20.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,2576,161520,0.01594848935116394,2114,40380,0.052352649826646856,0.30693893910164227,-10.258960246075945,0.01206402744476994,0.012064027654317518,0.004984616375683496,0.005492505081929266,0.0448804394264395,0.340321666347639
baseline,0,unseen_10tap_steep_exponential,8101,20.0,DFT-LS+ZF,DFT-LS,ZF,60,2025,161520,0.012537147102526004,1683,40380,0.04167904903417533,0.24905499974344666,-12.074094708891359,0.008631628314227176,0.008631628522804628,0.002564528860966675,0.0024621985876971545,0.02280903453453599,0.029045000943976145
baseline,0,unseen_10tap_steep_exponential,8101,20.0,DFT-LS+MMSE,DFT-LS,MMSE,60,2025,161520,0.012537147102526004,1683,40380,0.04167904903417533,0.24905500073635173,-12.07409467426341,0.008631628314227176,0.008631628522804628,0.002564528860966675,0.0024621985876971545,0.02280903453453599,0.029045000943976145
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,1759,161520,0.010890292223873204,1483,40380,0.03672610203070827,0.61095625695796,-4.279797662312477,0.0012485956996291256,0.0012485957209719344,0.0008883225246487807,0.000883742312726099,0.007946036981108288,0.011736667753818134
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,1759,161520,0.010890292223873204,1483,40380,0.03672610203070827,0.6109561779149674,-4.279798786057011,0.0012485956996291256,0.0012485957209719344,0.0008883225246487807,0.000883742312726099,0.007946036981108288,0.011736667753818134
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,1784,161520,0.011045071817731551,1503,40380,0.03722139673105498,0.2397060890190122,-12.406418677376985,0.0020142377111672734,0.0020142377431814867,0.001056183420587331,0.0010616300666394334,0.009177191305207088,0.007710000015019129
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,1784,161520,0.011045071817731551,1503,40380,0.03722139673105498,0.23970608445036545,-12.40641884292456,0.0020142377111672734,0.0020142377431814867,0.001056183420587331,0.0010616300666394334,0.009177191305207088,0.007710000015019129
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,2250,161520,0.013930163447251115,1860,40380,0.04606240713224369,0.26803903831677683,-11.436038978314935,0.004164934030268341,0.004164934103998045,0.0035097600892186167,0.003707224503159523,0.029843239955759295,0.007309998424413304
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,2250,161520,0.013930163447251115,1860,40380,0.04606240713224369,0.26803904178744214,-11.436038865846932,0.004164934030268341,0.004164934103998045,0.0035097600892186167,0.003707224503159523,0.029843239955759295,0.007309998424413304
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,2255,161520,0.013961119366022784,1865,40380,0.046186230807330364,0.26821362353636446,-11.430383330851623,0.0040267852135002615,0.004026785283349455,0.003517226203499983,0.0037153718566211563,0.03010289402833829,0.006993332256873448
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,2255,161520,0.013961119366022784,1865,40380,0.046186230807330364,0.26821362085822803,-11.43038341758099,0.0040267852135002615,0.004026785283349455,0.003517226203499983,0.0037153718566211563,0.03010289402833829,0.006993332256873448
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,2257,161520,0.013973501733531452,1867,40380,0.046235760277365034,0.2685173603285949,-11.420552616332548,0.0040558553766459225,0.004055855446495116,0.0035217009717598557,0.0037205589779963095,0.030221703504988304,0.006973334529902786
baseline,0,unseen_10tap_steep_exponential,8101,20.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,2257,161520,0.013973501733531452,1867,40380,0.046235760277365034,0.2685173795805939,-11.420551993576789,0.0040558553766459225,0.004055855446495116,0.0035217009717598557,0.0037205589779963095,0.030221703504988304,0.006973334529902786
baseline,0,unseen_10tap_steep_exponential,8101,20.0,PerfectCSI+ZF,PerfectCSI,ZF,60,1577,161520,0.009763496780584448,1313,40380,0.03251609707776127,0.19739549500292178,-14.093255262071072,0.0,0.0,0.0,0.0,0.0,0.0014883349649608135
baseline,0,unseen_10tap_steep_exponential,8101,20.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,1577,161520,0.009763496780584448,1313,40380,0.03251609707776127,0.1973954939887877,-14.093255306695475,0.0,0.0,0.0,0.0,0.0,0.0014883349649608135
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LS-linear+ZF,LS-linear,ZF,60,14233,161520,0.08811911837543339,10696,40380,0.2648836057454185,1.162336415696758,1.306636886994677,0.13764908583834767,0.13764908714219928,0.0008628739955990265,0.12113607442006469,0.6157550360076129,0.19315666965364167
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LS-linear+MMSE,LS-linear,MMSE,60,14233,161520,0.08811911837543339,10696,40380,0.2648836057454185,1.1623364259031002,1.3066369632644734,0.13764908583834767,0.13764908714219928,0.0008628739955990265,0.12113607442006469,0.6157550360076129,0.19315666965364167
baseline,0,unseen_10tap_steep_exponential,8101,30.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,247,161520,0.0015292223873204557,205,40380,0.00507677067855374,0.09953005005113033,-20.040915550697896,0.011953985596968171,0.0119539857521886,0.0004927731269466069,0.0005475268485800673,0.0037645773554686457,0.0345799999195151
baseline,0,unseen_10tap_steep_exponential,8101,30.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,247,161520,0.0015292223873204557,205,40380,0.00507677067855374,0.0995300491634031,-20.040915628168978,0.011953985596968171,0.0119539857521886,0.0004927731269466069,0.0005475268485800673,0.0037645773554686457,0.0345799999195151
baseline,0,unseen_10tap_steep_exponential,8101,30.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,247,161520,0.0015292223873204557,205,40380,0.00507677067855374,0.09953005005113033,-20.040915550697896,0.004373450537483828,0.0043734505898707235,0.0004927731269466069,0.0005475268485800673,0.0037645773554686457,0.32427666543905315
baseline,0,unseen_10tap_steep_exponential,8101,30.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,247,161520,0.0015292223873204557,205,40380,0.00507677067855374,0.0995300491634031,-20.040915628168978,0.004373450537483828,0.0043734505898707235,0.0004927731269466069,0.0005475268485800673,0.0037645773554686457,0.32427666543905315
baseline,0,unseen_10tap_steep_exponential,8101,30.0,DFT-LS+ZF,DFT-LS,ZF,60,449,161520,0.002779841505695889,368,40380,0.009113422486379396,0.17855636234372807,-14.964493407150742,0.008240637968022687,0.008240638070856222,0.0018581851442528812,0.0017472776946912442,0.01126434446850908,0.027949998911935836
baseline,0,unseen_10tap_steep_exponential,8101,30.0,DFT-LS+MMSE,DFT-LS,MMSE,60,449,161520,0.002779841505695889,368,40380,0.009113422486379396,0.17855635773353623,-14.964493631413925,0.008240637968022687,0.008240638070856222,0.0018581851442528812,0.0017472776946912442,0.01126434446850908,0.027949998911935836
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,184,161520,0.0011391778107974245,150,40380,0.003714710252600297,0.07420175630233933,-22.59171630320988,0.0001366250930611083,0.0001366250957895924,9.143263517520002e-05,9.105134092048198e-05,0.0006329543664226852,0.010888333296558509
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,184,161520,0.0011391778107974245,150,40380,0.003714710252600297,0.0742017538017701,-22.59171659592085,0.0001366250930611083,0.0001366250957895924,9.143263517520002e-05,9.105134092048198e-05,0.0006329543664226852,0.010888333296558509
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,186,161520,0.0011515601783060922,151,40380,0.0037394749876176327,0.07407553329350874,-22.606504264229407,0.00020939023215760244,0.00020939023676570893,0.00010854120349298076,0.0001088711482831665,0.0007660467831252997,0.00767666691293319
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,186,161520,0.0011515601783060922,151,40380,0.0037394749876176327,0.07407553300525449,-22.60650429802929,0.00020939023215760244,0.00020939023676570893,0.00010854120349298076,0.0001088711482831665,0.0007660467831252997,0.00767666691293319
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,244,161520,0.0015106488360574542,201,40380,0.004977711738484398,0.09762195923977687,-20.20904960896687,0.000703068344349352,0.0007030683564759481,0.0004725466792782148,0.0005220332604949363,0.003595862686051987,0.007066664208347599
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,244,161520,0.0015106488360574542,201,40380,0.004977711738484398,0.09762195629827172,-20.20904987068657,0.000703068344349352,0.0007030683564759481,0.0004725466792782148,0.0005220332604949363,0.003595862686051987,0.007066664208347599
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,244,161520,0.0015106488360574542,201,40380,0.004977711738484398,0.09781119445696272,-20.192228750328383,0.0006159481330541894,0.0006159481442106577,0.0004727928428716647,0.0005223681985323007,0.003596160515250328,0.010956667150215557
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,244,161520,0.0015106488360574542,201,40380,0.004977711738484398,0.09781119048232191,-20.19222910328688,0.0006159481330541894,0.0006159481442106577,0.0004727928428716647,0.0005223681985323007,0.003596160515250328,0.010956667150215557
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,244,161520,0.0015106488360574542,201,40380,0.004977711738484398,0.09784240970684974,-20.18945719680651,0.0006118767894804477,0.0006118768006369162,0.00047286954892721645,0.0005224601079438192,0.0035969348944490777,0.009995000921965888
baseline,0,unseen_10tap_steep_exponential,8101,30.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,244,161520,0.0015106488360574542,201,40380,0.004977711738484398,0.09784241020352133,-20.189457152714848,0.0006118767894804477,0.0006118768006369162,0.00047286954892721645,0.0005224601079438192,0.0035969348944490777,0.009995000921965888
baseline,0,unseen_10tap_steep_exponential,8101,30.0,PerfectCSI+ZF,PerfectCSI,ZF,60,174,161520,0.0010772659732540863,144,40380,0.003566121842496285,0.06711296844101491,-23.463871033824148,0.0,0.0,0.0,0.0,0.0,0.0016566661846203108
baseline,0,unseen_10tap_steep_exponential,8101,30.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,174,161520,0.0010772659732540863,144,40380,0.003566121842496285,0.06711296935160761,-23.463870915973484,0.0,0.0,0.0,0.0,0.0,0.0016566661846203108
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LS-linear+ZF,LS-linear,ZF,60,26220,161520,0.162332838038633,19588,40380,0.48509162951956414,1.517671682309554,3.6235566171836346,0.1661423295736313,0.16614233125001193,0.0852353636175394,0.14142294550935428,0.9278560354063908,0.2023733356812348
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LS-linear+MMSE,LS-linear,MMSE,60,26220,161520,0.162332838038633,19588,40380,0.48509162951956414,1.5176716620456525,3.6235565012099262,0.1661423295736313,0.16614233125001193,0.0852353636175394,0.14142294550935428,0.9278560354063908,0.2023733356812348
baseline,0,unseen_10tap_steep_exponential,8201,10.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,19537,161520,0.12095715700842001,15320,40380,0.379395740465577,0.7721053236377051,-2.2464690618161596,0.06459242838124434,0.06459242925047874,0.048795942092935245,0.05386866182088852,0.38381178515652814,0.03183500375598669
baseline,0,unseen_10tap_steep_exponential,8201,10.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,19537,161520,0.12095715700842001,15320,40380,0.379395740465577,0.7721053225380684,-2.246469074186652,0.06459242838124434,0.06459242925047874,0.048795942092935245,0.05386866182088852,0.38381178515652814,0.03183500375598669
baseline,0,unseen_10tap_steep_exponential,8201,10.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,19537,161520,0.12095715700842001,15320,40380,0.379395740465577,0.7721053236377051,-2.2464690618161596,0.10354047628740469,0.10354047765334447,0.048795942092935245,0.05386866182088852,0.38381178515652814,0.3362816642038524
baseline,0,unseen_10tap_steep_exponential,8201,10.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,19537,161520,0.12095715700842001,15320,40380,0.379395740465577,0.7721053225380684,-2.246469074186652,0.10354047628740469,0.10354047765334447,0.048795942092935245,0.05386866182088852,0.38381178515652814,0.3362816642038524
baseline,0,unseen_10tap_steep_exponential,8201,10.0,DFT-LS+ZF,DFT-LS,ZF,60,15632,161520,0.09678058444774641,12326,40380,0.3052501238236751,0.6820495241547128,-3.3236817946641195,0.01996302461872498,0.01996302487483869,0.011110551209033778,0.011002034053672106,0.08021335958813627,0.027821663631281506
baseline,0,unseen_10tap_steep_exponential,8201,10.0,DFT-LS+MMSE,DFT-LS,MMSE,60,15632,161520,0.09678058444774641,12326,40380,0.3052501238236751,0.6820494949703746,-3.323682166326201,0.01996302461872498,0.01996302487483869,0.011110551209033778,0.011002034053672106,0.08021335958813627,0.027821663631281506
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,15246,161520,0.09439078751857355,12073,40380,0.29898464586428924,0.8473713701476323,-1.4385242689839615,0.009493642711701493,0.00949364280483375,0.007265891142499943,0.007265423312007139,0.04988150455756113,0.010893331394375613
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,15246,161520,0.09439078751857355,12073,40380,0.29898464586428924,0.8473713851770887,-1.4385241149261272,0.009493642711701493,0.00949364280483375,0.007265891142499943,0.007265423312007139,0.04988150455756113,0.010893331394375613
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,15382,161520,0.09523278850916295,12153,40380,0.30096582466567606,0.6808586199275275,-3.3388611966867505,0.013144686375744641,0.013144686492159963,0.008973661996424197,0.008986264234408736,0.05932913736905902,0.007716668672704448
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,15382,161520,0.09523278850916295,12153,40380,0.30096582466567606,0.6808586246384425,-3.3388611365883887,0.013144686375744641,0.013144686492159963,0.008973661996424197,0.008986264234408736,0.05932913736905902,0.007716668672704448
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,15720,161520,0.09732540861812779,12433,40380,0.30789995047053,0.7128557569334911,-2.9399667747794855,0.015909530703599253,0.015909530858819684,0.012352396625404556,0.012311928486451507,0.08538298772958418,0.006873336193772654
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,15720,161520,0.09732540861812779,12433,40380,0.30789995047053,0.7128557515076698,-2.939966840891157,0.015909530703599253,0.015909530858819684,0.012352396625404556,0.012311928486451507,0.08538298772958418,0.006873336193772654
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,15741,161520,0.0974554234769688,12465,40380,0.3086924219910847,0.6948922063203703,-3.1616511839109958,0.015613580549446246,0.01561358068914463,0.012398199612895648,0.012356874082858365,0.08521370248248179,0.006709994825844963
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,15741,161520,0.0974554234769688,12465,40380,0.3086924219910847,0.6948922076779516,-3.1616511669417435,0.015613580549446246,0.01561358068914463,0.012398199612895648,0.012356874082858365,0.08521370248248179,0.006709994825844963
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,15721,161520,0.09733159980188212,12443,40380,0.30814759782070333,0.6852614007535833,-3.2828746066650676,0.015631890731553237,0.015631890871251622,0.01240949189911286,0.012365414078036945,0.08486483562737704,0.006900002093364795
baseline,0,unseen_10tap_steep_exponential,8201,10.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,15721,161520,0.09733159980188212,12443,40380,0.30814759782070333,0.68526138354532,-3.282874824784866,0.015631890731553237,0.015631890871251622,0.01240949189911286,0.012365414078036945,0.08486483562737704,0.006900002093364795
baseline,0,unseen_10tap_steep_exponential,8201,10.0,PerfectCSI+ZF,PerfectCSI,ZF,60,14383,161520,0.08904779593858346,11379,40380,0.28179791976225854,0.652082276430809,-3.713952074762135,0.0,0.0,0.0,0.0,0.0,0.0014683309321602185
baseline,0,unseen_10tap_steep_exponential,8201,10.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,14383,161520,0.08904779593858346,11379,40380,0.28179791976225854,0.6520822867024361,-3.713951937941642,0.0,0.0,0.0,0.0,0.0,0.0014683309321602185
baseline,0,unseen_10tap_steep_exponential,8201,20.0,LS-linear+ZF,LS-linear,ZF,60,14292,161520,0.08848439821693908,10745,40380,0.26609707776126795,1.1913306044717438,1.5206459731253783,0.12867313325405122,0.12867313486834367,0.008677046621839206,0.11404143227264285,0.5319036504874627,0.19979833159595728
baseline,0,unseen_10tap_steep_exponential,8201,20.0,LS-linear+MMSE,LS-linear,MMSE,60,14292,161520,0.08848439821693908,10745,40380,0.26609707776126795,1.1913306974890225,1.520646651306383,0.12867313325405122,0.12867313486834367,0.008677046621839206,0.11404143227264285,0.5319036504874627,0.19979833159595728
baseline,0,unseen_10tap_steep_exponential,8201,20.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,2336,161520,0.014462605250123824,1932,40380,0.047845468053491824,0.2417510094184664,-12.332634077353845,0.016609386921239398,0.016609387115264933,0.004832885263022035,0.005319220743452509,0.035084239680630465,0.037836667615920305
baseline,0,unseen_10tap_steep_exponential,8201,20.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,2336,161520,0.014462605250123824,1932,40380,0.047845468053491824,0.2417510097605426,-12.332634065063363,0.016609386921239398,0.016609387115264933,0.004832885263022035,0.005319220743452509,0.035084239680630465,0.037836667615920305
baseline,0,unseen_10tap_steep_exponential,8201,20.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,2336,161520,0.014462605250123824,1932,40380,0.047845468053491824,0.2417510094184664,-12.332634077353845,0.014686947090861697,0.01468694726160417,0.004832885263022035,0.005319220743452509,0.035084239680630465,0.35418166711072746
baseline,0,unseen_10tap_steep_exponential,8201,20.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,2336,161520,0.014462605250123824,1932,40380,0.047845468053491824,0.2417510097605426,-12.332634065063363,0.014686947090861697,0.01468694726160417,0.004832885263022035,0.005319220743452509,0.035084239680630465,0.35418166711072746
baseline,0,unseen_10tap_steep_exponential,8201,20.0,DFT-LS+ZF,DFT-LS,ZF,60,1816,161520,0.011243189697870233,1489,40380,0.036874690440812284,0.22634198344132161,-12.904697653933596,0.009080793672668126,0.009080793760949746,0.002578704498591833,0.0024756607114492604,0.014154794701607899,0.02965499976805101
baseline,0,unseen_10tap_steep_exponential,8201,20.0,DFT-LS+MMSE,DFT-LS,MMSE,60,1816,161520,0.011243189697870233,1489,40380,0.036874690440812284,0.2263419880083745,-12.904697478672622,0.009080793672668126,0.009080793760949746,0.002578704498591833,0.0024756607114492604,0.014154794701607899,0.02965499976805101
