training_regime,training_seed,scenario,test_seed,snr_db,method,estimator,equalizer,frames,bit_errors,total_bits,ber,symbol_errors,total_symbols,ser,evm_rms,evm_db,channel_mse,channel_nmse,pilot_nmse,data_nmse,deep_fade_nmse,estimator_time_ms
baseline,0,mismatch_8tap_uniform,8101,10.0,LS-linear+MMSE,LS-linear,MMSE,60,56110,161520,0.3473873204556711,32204,40380,0.7975235264982665,3.004904617561637,9.556613821456757,0.7881254866719246,0.7881254896521568,0.08603914094467958,0.8358061090111732,3.6236532082160315,0.20678499956071997
baseline,0,mismatch_8tap_uniform,8101,10.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,22255,161520,0.13778479445269937,16669,40380,0.41280336800396233,1.2238410990329291,1.7545006716643945,0.16765832143525283,0.16765832205613454,0.049466004284719624,0.055059839660922684,0.4862474588056405,0.03261166663529972
baseline,0,mismatch_8tap_uniform,8101,10.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,22255,161520,0.13778479445269937,16669,40380,0.41280336800396233,1.2238410831698492,1.7545005590803648,0.16765832143525283,0.16765832205613454,0.049466004284719624,0.055059839660922684,0.4862474588056405,0.03261166663529972
baseline,0,mismatch_8tap_uniform,8101,10.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,22255,161520,0.13778479445269937,16669,40380,0.41280336800396233,1.2238410990329291,1.7545006716643945,0.1623371476928393,0.162337147941192,0.049466004284719624,0.055059839660922684,0.4862474588056405,0.374483334113999
baseline,0,mismatch_8tap_uniform,8101,10.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,22255,161520,0.13778479445269937,16669,40380,0.41280336800396233,1.2238410831698492,1.7545005590803648,0.1623371476928393,0.162337147941192,0.049466004284719624,0.055059839660922684,0.4862474588056405,0.374483334113999
baseline,0,mismatch_8tap_uniform,8101,10.0,DFT-LS+ZF,DFT-LS,ZF,60,19486,161520,0.12064140663694899,14620,40380,0.3620604259534423,0.7796366775737579,-2.16215475863054,0.09388104059034959,0.09388104090079044,0.03387892405735329,0.03093127238486583,0.25162009852938355,0.030395000067073852
baseline,0,mismatch_8tap_uniform,8101,10.0,DFT-LS+MMSE,DFT-LS,MMSE,60,19486,161520,0.12064140663694899,14620,40380,0.3620604259534423,0.7796366819254239,-2.1621547101488665,0.09388104059034959,0.09388104090079044,0.03387892405735329,0.03093127238486583,0.25162009852938355,0.030395000067073852
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,17037,161520,0.10547919762258544,13009,40380,0.3221644378405151,0.9675768477968715,-0.2862906399021726,0.008727935829665513,0.008727935849068065,0.006992903786400954,0.006923812623911848,0.052208167299007374,0.012694998683097461
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,17037,161520,0.10547919762258544,13009,40380,0.3221644378405151,0.9675768003629726,-0.286291065713954,0.008727935829665513,0.008727935849068065,0.006992903786400954,0.006923812623911848,0.052208167299007374,0.012694998683097461
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,17519,161520,0.10846334819217435,13366,40380,0.3310054482417038,0.8996888702832241,-0.918153039665469,0.018815279596795638,0.018815279643361767,0.010013408516533673,0.009933006693609059,0.07555527819010119,0.00827999998970578
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,17519,161520,0.10846334819217435,13366,40380,0.3310054482417038,0.8996888517425191,-0.9181532186634805,0.018815279596795638,0.018815279643361767,0.010013408516533673,0.009933006693609059,0.07555527819010119,0.00827999998970578
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,17868,161520,0.11062407132243685,13659,40380,0.3382615156017831,0.8988236137158784,-0.9265105280891188,0.023921023883546392,0.023921023945634563,0.013520715727160374,0.013548666797578334,0.11070981621742249,0.008045000140555203
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,17868,161520,0.11062407132243685,13659,40380,0.3382615156017831,0.8988236618422943,-0.9265100630137468,0.023921023883546392,0.023921023945634563,0.013520715727160374,0.013548666797578334,0.11070981621742249,0.008045000140555203
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,17828,161520,0.1103764239722635,13630,40380,0.33754333828628036,0.8286785414140179,-1.6322781408559937,0.02273879727969567,0.022738797341783842,0.01324245350745817,0.013252108714853723,0.10775268254801632,0.007368335112308462
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,17828,161520,0.1103764239722635,13630,40380,0.33754333828628036,0.8286785438022609,-1.6322781158233488,0.02273879727969567,0.022738797341783842,0.01324245350745817,0.013252108714853723,0.10775268254801632,0.007368335112308462
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,17819,161520,0.11032070331847449,13616,40380,0.33719663199603767,0.8392449429588152,-1.5222253400368473,0.022495628303537765,0.02249562836562594,0.013215038063935935,0.013223334479456146,0.10775979921842614,0.011730000066260496
baseline,0,mismatch_8tap_uniform,8101,10.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,17819,161520,0.11032070331847449,13616,40380,0.33719663199603767,0.8392449459907535,-1.5222253086573543,0.022495628303537765,0.02249562836562594,0.013215038063935935,0.013223334479456146,0.10775979921842614,0.011730000066260496
baseline,0,mismatch_8tap_uniform,8101,10.0,PerfectCSI+ZF,PerfectCSI,ZF,60,16363,161520,0.10130633977216444,12511,40380,0.30983159980188213,1.2440504745416605,1.8967600246236496,0.0,0.0,0.0,0.0,0.0,0.0036166655869844058
baseline,0,mismatch_8tap_uniform,8101,10.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,16363,161520,0.10130633977216444,12511,40380,0.30983159980188213,1.2440505313573882,1.8967604213078189,0.0,0.0,0.0,0.0,0.0,0.0036166655869844058
baseline,0,mismatch_8tap_uniform,8101,20.0,LS-linear+ZF,LS-linear,ZF,60,48307,161520,0.29907751362060425,29330,40380,0.7263496780584447,3.0977582645543986,9.82095048624129,0.6958507965008418,0.6958508004744848,0.008781961297305923,0.6936473911007245,2.725421082476775,0.20064166455995291
baseline,0,mismatch_8tap_uniform,8101,20.0,LS-linear+MMSE,LS-linear,MMSE,60,48307,161520,0.29907751362060425,29330,40380,0.7263496780584447,3.097758293505368,9.820950567417709,0.6958507965008418,0.6958508004744848,0.008781961297305923,0.6936473911007245,2.725421082476775,0.20064166455995291
baseline,0,mismatch_8tap_uniform,8101,20.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,3357,161520,0.02078380386329866,2764,40380,0.06844972758791482,0.4711743226353667,-6.536367702348832,0.11446122902755936,0.11446123002097011,0.005032282951287925,0.005524162955892583,0.04797522261117895,0.032765001621252544
baseline,0,mismatch_8tap_uniform,8101,20.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,3357,161520,0.02078380386329866,2764,40380,0.06844972758791482,0.4711743146878911,-6.53636784885702,0.11446122902755936,0.11446123002097011,0.005032282951287925,0.005524162955892583,0.04797522261117895,0.032765001621252544
baseline,0,mismatch_8tap_uniform,8101,20.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,3357,161520,0.02078380386329866,2764,40380,0.06844972758791482,0.4711743226353667,-6.536367702348832,0.07621890387187401,0.07621890418231488,0.005032282951287925,0.005524162955892583,0.04797522261117895,0.37686666764784604
baseline,0,mismatch_8tap_uniform,8101,20.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,3357,161520,0.02078380386329866,2764,40380,0.06844972758791482,0.4711743146878911,-6.53636784885702,0.07621890387187401,0.07621890418231488,0.005032282951287925,0.005524162955892583,0.04797522261117895,0.37686666764784604
baseline,0,mismatch_8tap_uniform,8101,20.0,DFT-LS+ZF,DFT-LS,ZF,60,5569,161520,0.034478702327885094,4386,40380,0.10861812778603269,0.442904315134229,-7.073801768888023,0.07988255800058444,0.079882558559378,0.02409840082594504,0.02133746154528732,0.15451742452569306,0.030248332768678665
baseline,0,mismatch_8tap_uniform,8101,20.0,DFT-LS+MMSE,DFT-LS,MMSE,60,5569,161520,0.034478702327885094,4386,40380,0.10861812778603269,0.44290430604138176,-7.0738019472097635,0.07988255800058444,0.079882558559378,0.02409840082594504,0.02133746154528732,0.15451742452569306,0.030248332768678665
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,2333,161520,0.014444031698860823,1925,40380,0.04767211490837048,0.2940645614049737,-10.63114620918699,0.0011005783041279453,0.0011005783089785837,0.0007993970847261759,0.0007860514839800695,0.006438993536479151,0.013253331902281692
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,2333,161520,0.014444031698860823,1925,40380,0.04767211490837048,0.29406453986112474,-10.631146845535351,0.0011005783041279453,0.0011005783089785837,0.0007993970847261759,0.0007860514839800695,0.006438993536479151,0.013253331902281692
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,2431,161520,0.015050767706785538,1992,40380,0.049331352154531945,1.2085130983717338,1.6450272366977667,0.002075306885914567,0.0020753068956158435,0.001150938161299564,0.0011523555042610193,0.009777886111987755,0.009045001934282482
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,2431,161520,0.015050767706785538,1992,40380,0.049331352154531945,1.208512817582049,1.6450252185909702,0.002075306885914567,0.0020753068956158435,0.001150938161299564,0.0011523555042610193,0.009777886111987755,0.009045001934282482
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,3028,161520,0.018746904408122832,2480,40380,0.06141654284299158,0.32729136582702195,-9.701309030603772,0.005741943647929778,0.005741943686734885,0.0035847289254888892,0.0037659427267499267,0.03302525663748383,0.008263330285747847
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,3028,161520,0.018746904408122832,2480,40380,0.06141654284299158,0.3272913619053104,-9.701309134680926,0.005741943647929778,0.005741943686734885,0.0035847289254888892,0.0037659427267499267,0.03302525663748383,0.008263330285747847
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,3014,161520,0.01866022783556216,2472,40380,0.061218424962852895,0.33115589484494584,-9.59935019504785,0.005522251823761811,0.005522251854805897,0.00358504446533819,0.0037677770325293142,0.03325097136354695,0.007916666800156236
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,3014,161520,0.01866022783556216,2472,40380,0.061218424962852895,0.3311558954494512,-9.599350179192275,0.005522251823761811,0.005522251854805897,0.00358504446533819,0.0037677770325293142,0.03325097136354695,0.007916666800156236
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,3013,161520,0.018654036651807825,2469,40380,0.06114413075780089,0.3320582186700974,-9.575715324078715,0.005404929591653247,0.005404929622697333,0.003589109075255692,0.0037720594826775294,0.03329213943021993,0.007970001024659723
baseline,0,mismatch_8tap_uniform,8101,20.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,3013,161520,0.018654036651807825,2469,40380,0.06114413075780089,0.33205821544300906,-9.575715408492025,0.005404929591653247,0.005404929622697333,0.003589109075255692,0.0037720594826775294,0.03329213943021993,0.007970001024659723
baseline,0,mismatch_8tap_uniform,8101,20.0,PerfectCSI+ZF,PerfectCSI,ZF,60,2168,161520,0.01342248637939574,1796,40380,0.044477464091134226,0.24371146950649342,-12.262480632869522,0.0,0.0,0.0,0.0,0.0,0.0016149982305554051
baseline,0,mismatch_8tap_uniform,8101,20.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,2168,161520,0.01342248637939574,1796,40380,0.044477464091134226,0.2437114653511571,-12.26248078096593,0.0,0.0,0.0,0.0,0.0,0.0016149982305554051
baseline,0,mismatch_8tap_uniform,8101,30.0,LS-linear+ZF,LS-linear,ZF,60,52934,161520,0.3277241208519069,31197,40380,0.7725854383358098,2.9705713566951246,9.456799782271151,0.7621752947568894,0.7621753032008807,0.0008624083003572499,0.7982096572717031,2.7992495665947597,0.1983716652224151
baseline,0,mismatch_8tap_uniform,8101,30.0,LS-linear+MMSE,LS-linear,MMSE,60,52934,161520,0.3277241208519069,31197,40380,0.7725854383358098,2.9705713191309195,9.456799672434187,0.7621752947568894,0.7621753032008807,0.0008624083003572499,0.7982096572717031,2.7992495665947597,0.1983716652224151
baseline,0,mismatch_8tap_uniform,8101,30.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,325,161520,0.002012134720158494,272,40380,0.006736007924715206,0.09602536622178537,-20.35228055692461,0.10347494254043947,0.1034749431302771,0.0004889520195623238,0.0005418365932807016,0.004588594537926838,0.03151166553531463
baseline,0,mismatch_8tap_uniform,8101,30.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,325,161520,0.002012134720158494,272,40380,0.006736007924715206,0.0960253658383991,-20.352280591603478,0.10347494254043947,0.1034749431302771,0.0004889520195623238,0.0005418365932807016,0.004588594537926838,0.03151166553531463
baseline,0,mismatch_8tap_uniform,8101,30.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,325,161520,0.002012134720158494,272,40380,0.006736007924715206,0.09602536622178537,-20.35228055692461,0.06061243915076678,0.06061243967851624,0.0004889520195623238,0.0005418365932807016,0.004588594537926838,0.34310666863651323
baseline,0,mismatch_8tap_uniform,8101,30.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,325,161520,0.002012134720158494,272,40380,0.006736007924715206,0.0960253658383991,-20.352280591603478,0.06061243915076678,0.06061243967851624,0.0004889520195623238,0.0005418365932807016,0.004588594537926838,0.34310666863651323
baseline,0,mismatch_8tap_uniform,8101,30.0,DFT-LS+ZF,DFT-LS,ZF,60,3583,161520,0.02218301139177811,2888,40380,0.07152055473006438,0.3127094610297246,-10.097179579436515,0.07442679989617318,0.07442680042392263,0.021923017696826717,0.01933070341765415,0.12819243972189726,0.02781166307007273
baseline,0,mismatch_8tap_uniform,8101,30.0,DFT-LS+MMSE,DFT-LS,MMSE,60,3583,161520,0.02218301139177811,2888,40380,0.07152055473006438,0.31270945983831244,-10.097179612529452,0.07442679989617318,0.07442680042392263,0.021923017696826717,0.01933070341765415,0.12819243972189726,0.02781166307007273
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,218,161520,0.0013496780584447746,177,40380,0.004383358098068351,0.07818627658050226,-22.137389370615427,8.850730300764553e-05,8.850730382619077e-05,7.104484972539163e-05,7.038201814187535e-05,0.0004894453383409806,0.011283331938708821
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,218,161520,0.0013496780584447746,177,40380,0.004383358098068351,0.07818627723028934,-22.137389298429117,8.850730300764553e-05,8.850730382619077e-05,7.104484972539163e-05,7.038201814187535e-05,0.0004894453383409806,0.011283331938708821
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,232,161520,0.0014363546310054483,192,40380,0.00475482912332838,0.08051035753884846,-21.88296489385735,0.00020723345417839785,0.00020723345684624898,0.00010966418685711687,0.0001106653772997864,0.0008459750162728597,0.00782000133767724
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,232,161520,0.0014363546310054483,192,40380,0.00475482912332838,0.08051035854483796,-21.8829647853258,0.00020723345417839785,0.00020723345684624898,0.00010966418685711687,0.0001106653772997864,0.0008459750162728597,0.00782000133767724
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,321,161520,0.001987369985141159,269,40380,0.006661713719663199,0.09539333109027552,-20.409639711773412,0.0017217054793339534,0.0017217054948559963,0.0004692790248858122,0.0005171139147326661,0.004366968447963397,0.007436664600390941
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,321,161520,0.001987369985141159,269,40380,0.006661713719663199,0.09539333207824716,-20.409639621815213,0.0017217054793339534,0.0017217054948559963,0.0004692790248858122,0.0005171139147326661,0.004366968447963397,0.007436664600390941
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,321,161520,0.001987369985141159,269,40380,0.006661713719663199,0.0953354044562074,-20.414915732344188,0.001638911454938352,0.0016389114694902672,0.0004693094248068519,0.0005171857158226582,0.004376454411734206,0.006999998974303405
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,321,161520,0.001987369985141159,269,40380,0.006661713719663199,0.09533540592361885,-20.41491559865016,0.001638911454938352,0.0016389114694902672,0.0004693094248068519,0.0005171857158226582,0.004376454411734206,0.006999998974303405
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,321,161520,0.001987369985141159,269,40380,0.006661713719663199,0.09531599591768418,-20.416684200070105,0.0015172175767171818,0.0015172175893288415,0.00046938719218208766,0.0005172741017304361,0.004378608668533465,0.007248334198569258
baseline,0,mismatch_8tap_uniform,8101,30.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,321,161520,0.001987369985141159,269,40380,0.006661713719663199,0.09531599744719275,-20.416684060690116,0.0015172175767171818,0.0015172175893288415,0.00046938719218208766,0.0005172741017304361,0.004378608668533465,0.007248334198569258
baseline,0,mismatch_8tap_uniform,8101,30.0,PerfectCSI+ZF,PerfectCSI,ZF,60,209,161520,0.0012939574046557701,167,40380,0.004135710747894998,0.0760026371015294,-22.383426770496527,0.0,0.0,0.0,0.0,0.0,0.0014783314933689933
baseline,0,mismatch_8tap_uniform,8101,30.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,209,161520,0.0012939574046557701,167,40380,0.004135710747894998,0.07600263783779997,-22.383426686352543,0.0,0.0,0.0,0.0,0.0,0.0014783314933689933
baseline,0,mismatch_8tap_uniform,8201,10.0,LS-linear+ZF,LS-linear,ZF,60,52929,161520,0.3276931649331352,31456,40380,0.7789995047052997,11.030365899486133,20.851798382062338,0.7459970543781916,0.7459970608353614,0.08465546841422716,0.7482383122046788,2.6875763754049937,0.21676833372718343
baseline,0,mismatch_8tap_uniform,8201,10.0,LS-linear+MMSE,LS-linear,MMSE,60,52929,161520,0.3276931649331352,31456,40380,0.7789995047052997,11.030365891275727,20.851798375597035,0.7459970543781916,0.7459970608353614,0.08465546841422716,0.7482383122046788,2.6875763754049937,0.21676833372718343
baseline,0,mismatch_8tap_uniform,8201,10.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,20978,161520,0.12987865279841507,16096,40380,0.39861317483902925,2.808342368717377,8.96900104195406,0.15592385157942773,0.1559238526970148,0.047735930792987345,0.05253267083317041,0.3772953648120165,0.0328433316705438
baseline,0,mismatch_8tap_uniform,8201,10.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,20978,161520,0.12987865279841507,16096,40380,0.39861317483902925,2.8083427687284717,8.96900227914366,0.15592385157942773,0.1559238526970148,0.047735930792987345,0.05253267083317041,0.3772953648120165,0.0328433316705438
baseline,0,mismatch_8tap_uniform,8201,10.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,20978,161520,0.12987865279841507,16096,40380,0.39861317483902925,2.808342368717377,8.96900104195406,0.14980543876687685,0.1498054397602876,0.047735930792987345,0.05253267083317041,0.3772953648120165,0.34220833573878434
baseline,0,mismatch_8tap_uniform,8201,10.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,20978,161520,0.12987865279841507,16096,40380,0.39861317483902925,2.8083427687284717,8.96900227914366,0.14980543876687685,0.1498054397602876,0.047735930792987345,0.05253267083317041,0.3772953648120165,0.34220833573878434
baseline,0,mismatch_8tap_uniform,8201,10.0,DFT-LS+ZF,DFT-LS,ZF,60,18260,161520,0.11305101535413571,14079,40380,0.3486627043090639,0.7587999357178516,-2.3974542914973243,0.08666277582136293,0.08666277630254626,0.030699929334999373,0.02781843311774234,0.16825368738888452,0.029070000649274636
baseline,0,mismatch_8tap_uniform,8201,10.0,DFT-LS+MMSE,DFT-LS,MMSE,60,18260,161520,0.11305101535413571,14079,40380,0.3486627043090639,0.7587999382043376,-2.3974542630348257,0.08666277582136293,0.08666277630254626,0.030699929334999373,0.02781843311774234,0.16825368738888452,0.029070000649274636
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,16199,161520,0.1002909856364537,12600,40380,0.31203566121842496,0.8877437627479919,-1.0342474070241567,0.00902162976951028,0.009021629854881514,0.0071515072602778675,0.00705746883371224,0.0513382771362861,0.011521667086829742
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,60,16199,161520,0.1002909856364537,12600,40380,0.31203566121842496,0.8877437635981226,-1.0342473987062828,0.00902162976951028,0.009021629854881514,0.0071515072602778675,0.00705746883371224,0.0513382771362861,0.011521667086829742
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-train-prior+ZF,LMMSE-train-prior,ZF,60,16572,161520,0.1026002971768202,12856,40380,0.3183754333828628,0.8922554490322199,-0.9902158222815967,0.01769824998918921,0.017698250113365552,0.010164501991433402,0.009993748040869832,0.06887690580139558,0.008325000332357982
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-train-prior+MMSE,LMMSE-train-prior,MMSE,60,16572,161520,0.1026002971768202,12856,40380,0.3183754333828628,0.8922554659488582,-0.9902156576022415,0.01769824998918921,0.017698250113365552,0.010164501991433402,0.009993748040869832,0.06887690580139558,0.008325000332357982
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-sample-100+ZF,LMMSE-sample-100,ZF,60,16974,161520,0.10508915304606241,13160,40380,0.32590391282813275,0.807417192349471,-1.8580401477334838,0.02183764165577789,0.021837641795476277,0.013330287385421495,0.013165181859706838,0.09474843827386698,0.010774999585313102
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-sample-100+MMSE,LMMSE-sample-100,MMSE,60,16974,161520,0.10508915304606241,13160,40380,0.32590391282813275,0.8074172012291831,-1.8580400522088896,0.02183764165577789,0.021837641795476277,0.013330287385421495,0.013165181859706838,0.09474843827386698,0.010774999585313102
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-sample-1000+ZF,LMMSE-sample-1000,ZF,60,16961,161520,0.10500866765725607,13127,40380,0.3250866765725607,0.794927787133266,-1.9934464350210368,0.021351701471333702,0.021351701626554132,0.013186136066603163,0.013000730277659992,0.093319163347284,0.00825999789716055
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-sample-1000+MMSE,LMMSE-sample-1000,MMSE,60,16961,161520,0.10500866765725607,13127,40380,0.3250866765725607,0.7949277816742616,-1.9934464946696115,0.021351701471333702,0.021351701626554132,0.013186136066603163,0.013000730277659992,0.093319163347284,0.00825999789716055
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-sample-10000+ZF,LMMSE-sample-10000,ZF,60,16960,161520,0.10500247647350174,13125,40380,0.325037147102526,0.781824622290509,-2.13781312584945,0.021016402682289482,0.02101640283750991,0.013194362167268991,0.013014366547577084,0.09367195358499884,0.007085002046854545
baseline,0,mismatch_8tap_uniform,8201,10.0,LMMSE-sample-10000+MMSE,LMMSE-sample-10000,MMSE,60,16960,161520,0.10500247647350174,13125,40380,0.325037147102526,0.7818246268757012,-2.1378130749090314,0.021016402682289482,0.02101640283750991,0.013194362167268991,0.013014366547577084,0.09367195358499884,0.007085002046854545
baseline,0,mismatch_8tap_uniform,8201,10.0,PerfectCSI+ZF,PerfectCSI,ZF,60,15386,161520,0.09525755324418028,11992,40380,0.2969787023278851,0.8704836191928045,-1.2047879409297928,0.0,0.0,0.0,0.0,0.0,0.0017566640356866021
baseline,0,mismatch_8tap_uniform,8201,10.0,PerfectCSI+MMSE,PerfectCSI,MMSE,60,15386,161520,0.09525755324418028,11992,40380,0.2969787023278851,0.8704835861389174,-1.204788270749234,0.0,0.0,0.0,0.0,0.0,0.0017566640356866021
baseline,0,mismatch_8tap_uniform,8201,20.0,LS-linear+ZF,LS-linear,ZF,60,50785,161520,0.3144192669638435,30138,40380,0.7463595839524517,3.387280875199501,10.597024201517801,0.736139427125454,0.7361394306023915,0.00866879530561467,0.7445346469680468,2.6953913842638335,0.1973233306974483
baseline,0,mismatch_8tap_uniform,8201,20.0,LS-linear+MMSE,LS-linear,MMSE,60,50785,161520,0.3144192669638435,30138,40380,0.7463595839524517,3.387280746851318,10.597023872398896,0.736139427125454,0.7361394306023915,0.00866879530561467,0.7445346469680468,2.6953913842638335,0.1973233306974483
baseline,0,mismatch_8tap_uniform,8201,20.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,60,3503,161520,0.0216877166914314,2777,40380,0.06877166914314017,0.3337406789056662,-9.531817098696516,0.10433268632429342,0.10433268682099879,0.004835111841869851,0.005360671548017611,0.048343285576750834,0.03255333382791529
baseline,0,mismatch_8tap_uniform,8201,20.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,60,3503,161520,0.0216877166914314,2777,40380,0.06877166914314017,0.33374067628618265,-9.531817166870841,0.10433268632429342,0.10433268682099879,0.004835111841869851,0.005360671548017611,0.048343285576750834,0.03255333382791529
baseline,0,mismatch_8tap_uniform,8201,20.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,60,3503,161520,0.0216877166914314,2777,40380,0.06877166914314017,0.3337406789056662,-9.531817098696516,0.05799117636245986,0.05799117667290072,0.004835111841869851,0.005360671548017611,0.048343285576750834,0.3367250009129445
baseline,0,mismatch_8tap_uniform,8201,20.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,60,3503,161520,0.0216877166914314,2777,40380,0.06877166914314017,0.33374067628618265,-9.531817166870841,0.05799117636245986,0.05799117667290072,0.004835111841869851,0.005360671548017611,0.048343285576750834,0.3367250009129445
baseline,0,mismatch_8tap_uniform,8201,20.0,DFT-LS+ZF,DFT-LS,ZF,60,5644,161520,0.03494304110946013,4324,40380,0.1070827142149579,0.5671308898090552,-4.9263339487159445,0.07201952195415894,0.07201952220251163,0.022980108057769635,0.020439667479755976,0.15701783498904356,0.02808333229040727
baseline,0,mismatch_8tap_uniform,8201,20.0,DFT-LS+MMSE,DFT-LS,MMSE,60,5644,161520,0.03494304110946013,4324,40380,0.1070827142149579,0.5671308855178724,-4.926334014437529,0.07201952195415894,0.07201952220251163,0.022980108057769635,0.020439667479755976,0.15701783498904356,0.02808333229040727
baseline,0,mismatch_8tap_uniform,8201,20.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,60,2436,161520,0.015081723625557207,1916,40380,0.04744923229321446,0.24893269891305275,-12.078361045347734,0.0008684867459426945,0.0008684867498232052,0.000703527365840273,0.0006962807710806374,0.005888951981129746,0.011853331428331634
