epoch,learning_rate,train_loss,val_loss,train_complex_mse,val_complex_mse,val_delay_loss,val_pilot_loss
1.0,0.001,0.060916024744510654,0.056198930193980534,0.060821252763271334,0.05610427464048068,0.0012664179457351566,0.0015667590126395225
2.0,0.001,0.04795601104696592,0.03658680538336436,0.047630019187927246,0.03581189493338267,0.0004683111542059729,0.03757476031780243
3.0,0.001,0.03525561968485514,0.032406018376350404,0.03466672644019127,0.03166870658596357,0.00031008170180333157,0.036090352982282636
4.0,0.001,0.03319823195536931,0.029426551908254623,0.032539681668082875,0.028660539065798123,0.00020618040832535674,0.037785207480192186
5.0,0.001,0.029112891132632893,0.027063323681553206,0.02845289630194505,0.026297836378216744,0.00013213542522862553,0.03794403061270714
