epoch,learning_rate,train_loss,val_loss,train_complex_mse,val_complex_mse,val_delay_loss,val_pilot_loss
1.0,0.001,0.31335996121168136,0.1199258585770925,0.3067900934815407,0.11757584432760874,0.000855944415088743,0.11750074744224548
2.0,0.001,0.08038556655248007,0.06146526172757149,0.0789101280272007,0.06034308731555939,0.00037912479679410655,0.056108672966559726
3.0,0.001,0.0504255722463131,0.04989138598243396,0.04954097534219424,0.04899458477894465,0.00031475642152751484,0.04484006628394127
