epoch,train_loss,val_loss
1.0,0.22710452715555826,0.1316512014468511
2.0,0.12446291249990463,0.1183202247818311
3.0,0.11411303979158402,0.11526863614718119
4.0,0.106760500172774,0.10497780094544093
5.0,0.10207234791914623,0.09958087037007014
6.0,0.09829323943456014,0.09639492521683375
