seed,snr_db,method,estimator,equalizer,frames,bit_errors,total_bits,ber,symbol_errors,total_symbols,ser,evm_rms,evm_db,channel_mse,channel_nmse,pilot_nmse,data_nmse,deep_fade_nmse,estimator_time_ms
5101,0.0,LS-linear+ZF,LS-linear,ZF,100,102162,269200,0.37950222882615153,57050,67300,0.8476968796433878,5.769314051401572,15.222483606614631,0.815826153755188,0.815826159119606,0.8652809149026871,0.8448472803831101,5.5378933119773865,0.4884409988881089
5101,0.0,LS-linear+MMSE,LS-linear,MMSE,100,102162,269200,0.37950222882615153,57050,67300,0.8476968796433878,5.769314171256924,15.222483787060753,0.815826153755188,0.815826159119606,0.8652809149026871,0.8448472803831101,5.5378933119773865,0.4884409988881089
5101,0.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,100,94087,269200,0.3495059435364042,54834,67300,0.8147696879643388,3.4668479516277855,10.798695897350246,0.5401774242520332,0.5401774311065674,0.49111715525388716,0.5482003104686737,3.645733164548874,0.07901799952378497
5101,0.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,100,94087,269200,0.3495059435364042,54834,67300,0.8147696879643388,3.466847757393269,10.798695410712341,0.5401774242520332,0.5401774311065674,0.49111715525388716,0.5482003104686737,3.645733164548874,0.07901799952378497
5101,0.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,100,94087,269200,0.3495059435364042,54834,67300,0.8147696879643388,3.4668479516277855,10.798695897350246,1.0816575160622597,1.08165752440691,0.49111715525388716,0.5482003104686737,3.645733164548874,0.7116469985339791
5101,0.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,100,94087,269200,0.3495059435364042,54834,67300,0.8147696879643388,3.466847757393269,10.798695410712341,1.0816575160622597,1.08165752440691,0.49111715525388716,0.5482003104686737,3.645733164548874,0.7116469985339791
5101,0.0,DFT-LS+ZF,DFT-LS,ZF,100,84391,269200,0.3134881129271917,51484,67300,0.7649925705794948,2.4312600138296707,7.716628148754117,0.1426290100067854,0.1426290115714073,0.1157683914154768,0.11730234857648611,0.7785321281850338,0.05743900022935122
5101,0.0,DFT-LS+MMSE,DFT-LS,MMSE,100,84391,269200,0.3134881129271917,51484,67300,0.7649925705794948,2.431259963201089,7.716627967879067,0.1426290100067854,0.1426290115714073,0.1157683914154768,0.11730234857648611,0.7785321281850338,0.05743900022935122
5101,0.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,100,83332,269200,0.30955423476968796,50792,67300,0.7547102526002972,2.1530995489956286,6.6612821996282054,0.08923907242715359,0.08923907358199358,0.074172866307199,0.07447474639862776,0.4847263479232788,0.026001000369433314
5101,0.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,100,83332,269200,0.30955423476968796,50792,67300,0.7547102526002972,2.1530995353338414,6.6612821445147405,0.08923907242715359,0.08923907358199358,0.074172866307199,0.07447474639862776,0.4847263479232788,0.026001000369433314
5101,0.0,PerfectCSI+ZF,PerfectCSI,ZF,100,80171,269200,0.29781203566121844,49583,67300,0.7367459138187221,2.2577271035401356,7.073428932566466,0.0,0.0,0.0,0.0,0.0,0.004753999237436801
5101,0.0,PerfectCSI+MMSE,PerfectCSI,MMSE,100,80171,269200,0.29781203566121844,49583,67300,0.7367459138187221,2.2577271221811595,7.073429004281898,0.0,0.0,0.0,0.0,0.0,0.004753999237436801
5101,0.0,ResidualCNN+ZF,ResidualCNN,ZF,100,83802,269200,0.3113001485884101,51066,67300,0.758781575037147,2.5737087546781656,8.211187996724131,0.11597856614738702,0.11597856741398573,0.09295549932867289,0.09381750147789716,0.6471266985684633,2.457524999626912
5101,0.0,ResidualCNN+MMSE,ResidualCNN,MMSE,100,83802,269200,0.3113001485884101,51066,67300,0.758781575037147,2.57370881112036,8.21118818720826,0.11597856614738702,0.11597856741398573,0.09295549932867289,0.09381750147789716,0.6471266985684633,2.457524999626912
5101,5.0,LS-linear+ZF,LS-linear,ZF,100,81677,269200,0.3034063893016345,50728,67300,0.7537592867756315,2.9797047055001267,9.483464535711185,0.5020030976831913,0.5020031049847603,0.268743990957737,0.4824311190843582,3.006331552863121,0.5191979999653995
5101,5.0,LS-linear+MMSE,LS-linear,MMSE,100,81677,269200,0.3034063893016345,50728,67300,0.7537592867756315,2.979704675719641,9.483464448900566,0.5020030976831913,0.5020031049847603,0.268743990957737,0.4824311190843582,3.006331552863121,0.5191979999653995
5101,5.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,100,63754,269200,0.23682763744427934,43439,67300,0.6454531946508172,2.0580917587398075,6.2692946721434515,0.18696807987987996,0.18696808323264122,0.14999408528208732,0.16646381199359894,1.306460503935814,0.08309099939651787
5101,5.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,100,63754,269200,0.23682763744427934,43439,67300,0.6454531946508172,2.058091707264369,6.26929445489853,0.18696807987987996,0.18696808323264122,0.14999408528208732,0.16646381199359894,1.306460503935814,0.08309099939651787
5101,5.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,100,63754,269200,0.23682763744427934,43439,67300,0.6454531946508172,2.0580917587398075,6.2692946721434515,0.3243652427196503,0.3243652483820915,0.14999408528208732,0.16646381199359894,1.306460503935814,0.7383960019797087
5101,5.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,100,63754,269200,0.23682763744427934,43439,67300,0.6454531946508172,2.058091707264369,6.26929445489853,0.3243652427196503,0.3243652483820915,0.14999408528208732,0.16646381199359894,1.306460503935814,0.7383960019797087
5101,5.0,DFT-LS+ZF,DFT-LS,ZF,100,55070,269200,0.20456909361069836,38873,67300,0.5776077265973254,1.3949659126738794,2.8912719067656645,0.06148436203598976,0.061484363060444594,0.038645765110850334,0.03896102331578732,0.2870215382054448,0.05959600122878328
5101,5.0,DFT-LS+MMSE,DFT-LS,MMSE,100,55070,269200,0.20456909361069836,38873,67300,0.5776077265973254,1.3949659060205473,2.8912718653380507,0.06148436203598976,0.061484363060444594,0.038645765110850334,0.03896102331578732,0.2870215382054448,0.05959600122878328
5101,5.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,100,54314,269200,0.20176077265973255,38338,67300,0.5696582466567608,1.72487001347148,4.73512744257267,0.03807072103023529,0.03807072166353464,0.027452083341777324,0.027708747880533336,0.21330958928912877,0.026906999701168388
5101,5.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,100,54314,269200,0.20176077265973255,38338,67300,0.5696582466567608,1.7248699160922183,4.735126952202069,0.03807072103023529,0.03807072166353464,0.027452083341777324,0.027708747880533336,0.21330958928912877,0.026906999701168388
5101,5.0,PerfectCSI+ZF,PerfectCSI,ZF,100,51904,269200,0.1928083209509658,36933,67300,0.5487815750371471,3.3859142875964054,10.593519200118312,0.0,0.0,0.0,0.0,0.0,0.0049550001858733594
5101,5.0,PerfectCSI+MMSE,PerfectCSI,MMSE,100,51904,269200,0.1928083209509658,36933,67300,0.5487815750371471,3.3859142570764598,10.59351912182546,0.0,0.0,0.0,0.0,0.0,0.0049550001858733594
5101,5.0,ResidualCNN+ZF,ResidualCNN,ZF,100,54715,269200,0.20325037147102526,38596,67300,0.5734918276374443,1.3877686898837647,2.846341698766181,0.04877890601754189,0.04877890672534704,0.03204036481678486,0.03234736637212336,0.24395234992727638,2.4529030013945885
5101,5.0,ResidualCNN+MMSE,ResidualCNN,MMSE,100,54715,269200,0.20325037147102526,38596,67300,0.5734918276374443,1.3877686957560122,2.846341735519924,0.04877890601754189,0.04877890672534704,0.03204036481678486,0.03234736637212336,0.24395234992727638,2.4529030013945885
5101,10.0,LS-linear+ZF,LS-linear,ZF,100,65056,269200,0.24166419019316493,43086,67300,0.6402080237741457,2.4189548874544653,7.672555380364655,0.37537131533026696,0.3753713196516037,0.08626500807702542,0.3653043343871832,2.275858517885208,0.5058210017159581
5101,10.0,LS-linear+MMSE,LS-linear,MMSE,100,65056,269200,0.24166419019316493,43086,67300,0.6402080237741457,2.41895481520678,7.6725551209404586,0.37537131533026696,0.3753713196516037,0.08626500807702542,0.3653043343871832,2.275858517885208,0.5058210017159581
5101,10.0,Frame-LS-linear+ZF,Frame-LS-linear,ZF,100,36024,269200,0.1338187221396731,27133,67300,0.40316493313521545,0.9572590233754247,-0.3794106237384769,0.08732867069542408,0.08732867173850536,0.049002118259668354,0.053695681318640706,0.48258228227496147,0.08221700001740828
5101,10.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,100,36024,269200,0.1338187221396731,27133,67300,0.40316493313521545,0.9572590372689609,-0.37941049767257584,0.08732867069542408,0.08732867173850536,0.049002118259668354,0.053695681318640706,0.48258228227496147,0.08221700001740828
5101,10.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,100,36024,269200,0.1338187221396731,27133,67300,0.40316493313521545,0.9572590233754247,-0.3794106237384769,0.1170267540588975,0.11702675551176071,0.049002118259668354,0.053695681318640706,0.48258228227496147,0.7320520005305298
5101,10.0,Frame-LS-cubic+MMSE,Frame-LS-cubic,MMSE,100,36024,269200,0.1338187221396731,27133,67300,0.40316493313521545,0.9572590372689609,-0.37941049767257584,0.1170267540588975,0.11702675551176071,0.049002118259668354,0.053695681318640706,0.48258228227496147,0.7320520005305298
5101,10.0,DFT-LS+ZF,DFT-LS,ZF,100,29888,269200,0.11102526002971769,22705,67300,0.337369985141159,0.9973732426857171,-0.022845742401623084,0.04025753019377589,0.04025753072462976,0.015498964237049223,0.015306431716307998,0.13671364043839276,0.05906499834964052
5101,10.0,DFT-LS+MMSE,DFT-LS,MMSE,100,29888,269200,0.11102526002971769,22705,67300,0.337369985141159,0.9973732582334566,-0.022845607000008154,0.04025753019377589,0.04025753072462976,0.015498964237049223,0.015306431716307998,0.13671364043839276,0.05906499834964052
5101,10.0,LMMSE-oracle+ZF,LMMSE-oracle,ZF,100,28926,269200,0.1074517087667162,22067,67300,0.32789004457652304,1.45295651503946,3.2450523332968317,0.016487490315921605,0.01648749052081257,0.010082872062921524,0.010074912328273058,0.09323951770551503,0.026710000238381326
5101,10.0,LMMSE-oracle+MMSE,LMMSE-oracle,MMSE,100,28926,269200,0.1074517087667162,22067,67300,0.32789004457652304,1.452956485124873,3.245052154465049,0.016487490315921605,0.01648749052081257,0.010082872062921524,0.010074912328273058,0.09323951770551503,0.026710000238381326
5101,10.0,PerfectCSI+ZF,PerfectCSI,ZF,100,26826,269200,0.09965081723625557,20511,67300,0.3047696879643388,0.8087458669501444,-1.8437585150975004,0.0,0.0,0.0,0.0,0.0,0.004927999398205429
