snr_db,method,estimator,equalizer,num_seeds,frames_per_seed,total_bits,bit_errors,total_symbols,symbol_errors,ber_mean,ber_std,ber_ci95,ser_mean,ser_std,ser_ci95,evm_rms_mean,evm_rms_std,evm_rms_ci95,evm_db_mean,evm_db_std,evm_db_ci95,channel_mse_mean,channel_mse_std,channel_mse_ci95,channel_nmse_mean,channel_nmse_std,channel_nmse_ci95,pilot_nmse_mean,pilot_nmse_std,pilot_nmse_ci95,data_nmse_mean,data_nmse_std,data_nmse_ci95,deep_fade_nmse_mean,deep_fade_nmse_std,deep_fade_nmse_ci95,estimator_time_ms_mean,estimator_time_ms_std,estimator_time_ms_ci95,ber_pooled,ser_pooled,ber_plot
5.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,3,100,807600,193549,201900,131167,0.23965948489351163,0.002862666526718834,0.00711125787518759,0.6496631996037642,0.004360742862291154,0.010832685795463533,2.131111056345888,0.09548133604870634,0.2371887876468977,6.566386745223764,0.3852712271660028,0.9570667846553959,0.3375399931768576,0.011774016609955282,0.029248278679564692,0.33753999754786496,0.011774015893978328,0.02924827690097934,0.15284905627369882,0.0030454268728015567,0.007565259743104223,0.16872193634510038,0.002180762835681596,0.005417315200500241,1.379335392365853,0.06317384803958886,0.15693253831152737,0.744320000812877,0.005144166646976451,0.012778818363282448,0.23965948489351163,0.6496631996037643,0.23965948489351163
10.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,3,100,807600,108769,201900,81656,0.13468177315502725,0.0027967459529878985,0.006947502092002355,0.4044378405151065,0.006198369282418769,0.015397602885811297,4.787217016375879,6.566939581937534,16.313182266276975,7.2540630410699345,12.642643420722223,31.40606729762827,0.12688904408365487,0.009062473771852965,0.022512432858408208,0.1268890458717942,0.009062473977002074,0.022512433368026847,0.04920424378166596,0.0002823503728954075,0.0007013972092362499,0.05434792933364709,0.0006327320071524474,0.0015717934403988742,0.4867252864440282,0.05004749138620995,0.12432486073098394,0.7518166666462397,0.01790961820454375,0.04448995798495736,0.13468177315502725,0.4044378405151065,0.13468177315502725
15.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,3,100,807600,45729,201900,36334,0.05662332838038633,0.002287347731519882,0.005682086759755107,0.17996037642397225,0.005931959999050694,0.014735805538236283,0.5308663544057352,0.024203820062272275,0.06012562218510978,-5.506215330016502,0.3910896035672772,0.9715204328949597,0.06112913910299539,0.005506828919120278,0.013679721390143992,0.061129139903932816,0.005506829070525488,0.013679721766255383,0.015425676902135213,0.00018723519632133417,0.0004651180121488029,0.01701129752521714,0.00012761247338515116,0.0003170069576257893,0.14299243466928602,0.015342865955384293,0.03811379192610038,0.7593326667362513,0.00340420171353698,0.008456505855002306,0.05662332838038633,0.17996037642397225,0.05662332838038633
20.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,3,100,807600,14935,201900,12266,0.018493065874195146,0.00024903339220006394,0.0006186332410492893,0.06075284794452699,0.0008705218268576984,0.002162496098999,0.3321695585799692,0.032658139332798534,0.08112731551220159,-9.60036551941246,0.8441800751754542,2.0970595602515747,0.03931365296167011,0.0008056374425202034,0.002001314352962526,0.039313653385421886,0.0008056374500813346,0.0020013143717454176,0.0048579003079794346,3.9663891336897767e-05,9.853056826475496e-05,0.00534248208704715,5.7692156536737046e-05,0.00014331526172511183,0.040045711221173404,0.0009528728388240032,0.002367067353425301,0.7530916664594164,0.015491342842579353,0.03848262896090493,0.018493065874195146,0.060752847944527,0.018493065874195146
25.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,3,100,807600,4506,201900,3683,0.005579494799405647,0.00044433897635380896,0.001103799207961035,0.018241703813769192,0.00145057096805873,0.0036034180453248747,0.16856034725510152,0.0076249559710533646,0.01894144067812952,-15.470922102332915,0.39814608005102,0.9890496922403045,0.02921987494337373,0.0016693546639843144,0.004146906875089736,0.029219875218889985,0.0016693547057452475,0.004146906978829645,0.001536920277479415,3.2760713867592926e-05,8.13821247823496e-05,0.001696196923730895,3.8819195194188546e-05,9.643222672168094e-05,0.013027081593560676,0.0005667372722230091,0.0014078534305836897,0.7272359995598284,0.05689558251363501,0.14133646215412338,0.005579494799405647,0.018241703813769192,0.005579494799405647
30.0,Frame-LS-cubic+ZF,Frame-LS-cubic,ZF,3,100,807600,1527,201900,1253,0.0018907875185735512,0.000501293232490676,0.001245281423475314,0.00620604259534423,0.0015539629494004616,0.003860257965268457,0.15188167827490143,0.051529823737920935,0.12800717842721676,-16.769138973962196,3.364101052434277,8.356890290490963,0.030650924098057048,0.0025054993095872924,0.006224005321710208,0.030650924587389453,0.002505499285464701,0.00622400526178637,0.00048077379072007415,3.380951415941425e-06,8.39874891393577e-06,0.0005277258721374286,6.152396422822373e-06,1.5283399971570888e-05,0.004390687070554122,0.0004004483162156387,0.0009947687639181894,0.7536536669552637,0.012076290963086015,0.029999169799471682,0.0018907875185735512,0.00620604259534423,0.0018907875185735512
0.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,3,100,807600,282018,201900,164106,0.34920505200594354,0.00031679749454913077,0.0007869686031975155,0.8128083209509658,0.001946678304328385,0.004835816988428327,3.0148860072480628,0.7060302006655347,1.7538762471079077,9.407215108313297,2.214470428596474,5.501049503232418,0.5422826166947683,0.009225630083598715,0.02291773560532592,0.5422826235493025,0.009225629207160855,0.022917733428133576,0.490291195611159,0.0026591086463796185,0.0066055920681129835,0.5441047664483388,0.003779584462970427,0.009389008299210456,3.964389223357042,0.4229727282633708,1.0507225053209641,0.08287600028173377,0.003812351640047443,0.009470406479495073,0.34920505200594354,0.8128083209509658,0.34920505200594354
5.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,3,100,807600,193549,201900,131167,0.23965948489351163,0.002862666526718834,0.00711125787518759,0.6496631996037642,0.004360742862291154,0.010832685795463533,2.131111026343428,0.09548139997704881,0.23718894645370406,6.566386615205491,0.38527148519423465,0.9570674256330574,0.1952200377980868,0.00714807179835018,0.017756794720580685,0.19522004048029581,0.007148071231445139,0.017756793312310493,0.15284905627369882,0.0030454268728015567,0.007565259743104223,0.16872193634510038,0.002180762835681596,0.005417315200500241,1.379335392365853,0.06317384803958886,0.15693253831152737,0.08381433348404244,0.00074003063247783,0.0018383380019886262,0.23965948489351163,0.6496631996037643,0.23965948489351163
10.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,3,100,807600,108769,201900,81656,0.13468177315502725,0.0027967459529878985,0.006947502092002355,0.4044378405151065,0.006198369282418769,0.015397602885811297,4.787217227141396,6.566939918449125,16.313183102218108,7.254063276766654,12.642643581452058,31.406067696903314,0.09086045009394488,0.003935223094560287,0.009775636093348045,0.09086045150955518,0.0039352232281144395,0.009775636425114951,0.04920424378166596,0.0002823503728954075,0.0007013972092362499,0.05434792933364709,0.0006327320071524474,0.0015717934403988742,0.4867252864440282,0.05004749138620995,0.12432486073098394,0.08428766663807134,0.002014564602050092,0.00500445590070993,0.13468177315502725,0.4044378405151065,0.13468177315502725
15.0,Frame-LS-linear+MMSE,Frame-LS-linear,MMSE,3,100,807600,45729,201900,36334,0.05662332838038633,0.002287347731519882,0.005682086759755107,0.17996037642397225,0.005931959999050694,0.014735805538236283,0.5308663492383885,0.0242038181698118,0.060125617483977344,-5.506215413760377,0.3910895771744783,0.9715203673316126,0.05908331259774665,0.007206224770781605,0.017901254712447964,0.05908331344214579,0.007206225129062673,0.017901255602467477,0.015425676902135213,0.00018723519632133417,0.0004651180121488029,0.01701129752521714,0.00012761247338515116,0.0003170069576257893,0.14299243466928602,0.015342865955384293,0.03811379192610038,0.0844966674533983,0.0007181610785100439,0.0017840110182380895,0.05662332838038633,0.17996037642397225,0.05662332838038633
